problem_id,problem_title,misconception_id,misconception_description,misconception_concept,kc_target,is_negative_control,pseudocode_status,model,dimensions,query_token_count,query_latency_ms,retrieval_latency_ms,top_k,top1_code,top1_description,top1_kc_tags,top1_distance,top1_similarity,top2_code,top2_description,top2_kc_tags,top2_distance,top2_similarity,top3_code,top3_description,top3_kc_tags,top3_distance,top3_similarity,top4_code,top4_description,top4_kc_tags,top4_distance,top4_similarity,top5_code,top5_description,top5_kc_tags,top5_distance,top5_similarity
46,Find Minimum in List,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"LO, CD, VA, IO",False,converted,google/gemini-embedding-001,3072,172,596.75,17.95,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.300409,0.699591,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.306907,0.693093,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.320522,0.679478,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330122,0.669878,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.331038,0.668962
46,Find Minimum in List,38,Student believes that while loops execute their body only once if the condition is true.,LO,"LO, CD, VA, IO",False,converted,google/gemini-embedding-001,3072,187,547.82,14.52,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.296705,0.703295,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305209,0.694791,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.31096,0.68904,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.320838,0.679162,IO-04,"Student believes a variable's value can only be used once, after which a new input value is automatically assigned.","IO, VA",0.330895,0.669105
46,Find Minimum in List,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","LO, CD, VA, IO",False,converted,google/gemini-embedding-001,3072,167,584.95,18.98,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.293356,0.706644,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.304852,0.695148,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.313225,0.686775,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.314256,0.685744,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.315904,0.684096
46,Find Minimum in List,46,Student believes that the and operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,google/gemini-embedding-001,3072,161,605.11,18.01,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,47,Student believes that the or operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,not_manifestable,google/gemini-embedding-001,3072,161,540.97,17.29,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","LO, CD, VA, IO",False,converted,google/gemini-embedding-001,3072,157,574.28,17.32,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.293677,0.706323,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.304249,0.695751,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.318762,0.681238,LO-01,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA",0.329034,0.670966,IO-04,"Student believes a variable's value can only be used once, after which a new input value is automatically assigned.","IO, VA",0.329133,0.670867
46,Find Minimum in List,56,Student believes that variable identifiers can only be one letter long.,VA,"LO, CD, VA, IO",False,converted,google/gemini-embedding-001,3072,182,488.89,13.28,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.297973,0.702027,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.306955,0.693045,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.317548,0.682452,IO-04,"Student believes a variable's value can only be used once, after which a new input value is automatically assigned.","IO, VA",0.331019,0.668981,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.333632,0.666368
46,Find Minimum in List,59,"Student believes that variable names containing vowels can only store string values, while consonant-only names can store any type.",VA,"LO, CD, VA, IO",True,none_inapplicable,google/gemini-embedding-001,3072,192,420.97,13.73,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,google/gemini-embedding-001,3072,161,615.42,17.72,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,google/gemini-embedding-001,3072,192,464.89,13.72,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,google/gemini-embedding-001,3072,192,450.43,13.76,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
46,Find Minimum in List,66,Student believes that the first character of a string is at index 1.,LO,"LO, CD, VA, IO",True,not_manifestable,google/gemini-embedding-001,3072,192,430.85,13.51,5,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.299408,0.700592,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.305943,0.694057,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.319115,0.680885,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.330438,0.669562,LO-05,Student believes that while-loops execute their body only once if the condition is true.,LO,0.330531,0.669469
54,Pokemon Battle Damage,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,479,623.51,17.64,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.314069,0.685931,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.319383,0.680617,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.322424,0.677576,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.324488,0.675512,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332211,0.667789
54,Pokemon Battle Damage,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,google/gemini-embedding-001,3072,528,567.47,17.95,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,533,456.03,13.6,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.312934,0.687066,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.318857,0.681143,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.32262,0.67738,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.323035,0.676965,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.331293,0.668707
54,Pokemon Battle Damage,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,533,483.69,13.83,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.310777,0.689223,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.31666,0.68334,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.319794,0.680206,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.320927,0.679073,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.328933,0.671067
54,Pokemon Battle Damage,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,480,578.19,17.51,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.30992,0.69008,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.315601,0.684399,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.319886,0.680114,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.321257,0.678743,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.325288,0.674712
54,Pokemon Battle Damage,20,Student believes that for loop variables exist in a separate scope and won't affect variables with the same name in the enclosing scope.,"LO, VA","IO, VA, CD, OP, EX",True,not_manifestable,google/gemini-embedding-001,3072,528,579.89,18.2,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,24,Student believes that it is unnecessary for loop variables to be explicitly initialized before the loop.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,google/gemini-embedding-001,3072,601,1523.93,13.66,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,25,Student believes that modifying a for loop variable inside the loop body does not affects the next iteration's value.,"LO, VA","IO, VA, CD, OP, EX",True,none_inapplicable,google/gemini-embedding-001,3072,528,538.94,17.81,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,26,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must always be wrapped in if/else statements to be returned as Boolean values.","CD, EX, OP","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,581,1559.18,13.81,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.312251,0.687749,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.317888,0.682112,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.322449,0.677551,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.324324,0.675676,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.326911,0.673089
54,Pokemon Battle Damage,33,Student believes that multiple mutually exclusive conditions in a control flow construct must each be written as separate if statements.,CD,"IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,536,519.96,13.95,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.313991,0.686009,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.319878,0.680122,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.321227,0.678773,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.325998,0.674002,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.33227,0.66773
54,Pokemon Battle Damage,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,551,576.44,18.38,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.310039,0.689961,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.316087,0.683913,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.318313,0.681687,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.319375,0.680625,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.327611,0.672389
54,Pokemon Battle Damage,38,Student believes that while loops execute their body only once if the condition is true.,LO,"IO, VA, CD, OP, EX",True,none_inapplicable,google/gemini-embedding-001,3072,528,579.49,19.33,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,585,1430.56,14.83,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.310669,0.689331,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.322556,0.677444,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.322991,0.677009,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.326055,0.673945,OP-08,"Student treats the boolean OR operator as if it behaves like exclusive-or, evaluating to true only when exactly one operand is true rather than when at least one operand is true.",OP,0.329171,0.670829
54,Pokemon Battle Damage,46,Student believes that the and operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP, EX",True,not_manifestable,google/gemini-embedding-001,3072,528,598.21,22.52,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,47,Student believes that the or operator always evaluates both operands.,"EX, OP","IO, VA, CD, OP, EX",True,not_manifestable,google/gemini-embedding-001,3072,528,581.08,19.67,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.31349,0.68651,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.31892,0.68108,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32241,0.67759,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.326785,0.673215,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.332513,0.667487
54,Pokemon Battle Damage,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","IO, VA, CD, OP, EX",False,converted,google/gemini-embedding-001,3072,469,545.59,21.1,5,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.314896,0.685104,IO-03,"Student believes that when multiple input statements use the same variable, only the first input determines the variable's value.","IO, VA",0.32016,0.67984,EX-04,Student believes that different data types can be freely mixed in expressions.,"VA, OP, EX",0.32302,0.67698,OP-01,"Student confuses assignment and equality comparison, for example believing that the symbol = tests for equality in a condition.","CD, OP",0.324532,0.675468,CD-03,Student believes a conditional branch executes regardless of whether its condition is true.,CD,0.333687,0.666313
